,french,wolof
5926,Ce sont plutôt les jeunes qui parlent en verlan.,Xale yi ñoo ëpp li ñuy wax kàll.
5927,J'ai tellement marché que j'ai mal aux mollets.,Dox naa ba sama kàlluur yaa ngiy metti.
5928,La ville est dans une cuvette.,"Dëkk ba, ci ag kàmb la nekk."
5929,C'est réduit à kàmpa.,Mburu kàmpa.
5930,Ils venaient chercher des boules de pain du camp jusqu'ici à Ouakam.,Dañu daan wutsi mburu kàmpa ba fii ci wakaam.
5931,"La courroie est sur le point de se rompre, cherches-en une autre.","Kàndaama jaa ngiy waaja dagg, wutal jeneen."
5932,Les pilons résonnaient pan ! pan !,Kuur ya naan kàndaŋ ! kàndaŋ !
5933,Tous les érudits sont réunis.,Kàndiŋ yépp daje nañu.
5934,Je préfère un jeu nul à un jeu où je perdrais tous mes pions.,"Kàngamloo ma gënal ku ma dàq, yóbbu ma nduluñ."
5935,C'est combien le kilo de gombos ?,"Kànja gi, kilo ñaata ?"
5936,La valise n'a pas de cadenas.,Waliis bi amul kànnaar.
5937,On lui a fait une injection dans la fesse.,Ci kàppu taat lañu ko ping.
5938,Tout se peut par la puissance de Dieu.,Lu ne man naa am ci kàttanug Yàlla.
5939,Cherche un récipient qui ait une plus grande contenance !,Wutal ndab lu ëpp kàttan !
5940,Le varan coupa d'un seul coup la queue du singe.,Mbëtt ma ne kàttit dagg geenub golo ga.
5941,Le kobo est plus plat que la sardine.,Kóbo moo gëna tàppandaar yabóy.
5942,Le mérou commun est un poisson délicieux.,"Kócc, jén wu saf la."
5943,"Tu l'as tourné en dérision, il s'est fâché.","Yaa ko kókkali, mu mer."
5944,Tiens compte des relations qui nous unissent !,Seetal ci kóllëre gi dox sunu diggante !
5945,Voici quelqu'un qui manque de constance dans les relations.,Nit ku ñàkk kóllëree ngi.
5946,"Moi, je ne sais pas ce qui lui vaut ta confiance.",Man xamuma lu waral kóolute gi nga am ci moom.
5947,Je ne peux me peigner qu'avec un peigne à grosses dents.,Kóom rekk laa mëna peñewoo.
5948,Ces fruits de rônier sont-ils à vendre ?,Kóoni gi dafay jaay ?
5949,"Un adulte qui fait de la pédophilie, je sais vivre avec lui, moi qui fait de la pédophilie comme lui.","Mag muy kóot i gone, maa mëna dëkk ak moom, man miy kóot ni moom."
5950,Tu viendras passer la journée; je te préparerai du riz à la dinde.,Nanga yendusi; ceebu kóppin laa lay toggal.
5951,C'est Omar.,Omar la.
5952,C'est aujourd'hui qu'Omar part.,Tey la Omar di dem.
5953,Je ne te regarde pas.,Xooluma la.
5954,C'est toi qui sais ce que tu lui as dit.,Yaa xam la nga ko wax.
5955,Ce qui était sur la table.,La nekkoon ca taabal ba.
5956,C'est Omar que j'ai appelé.,Omar laa woo.
5957,Je suis touriste.,Turist laa.
5958,Il dit qu'il veut te voir.,Mu ne bëgg na laa gis.
5959,Il a peur de mettre le mors au cheval.,Dafa ragal laab fas wi.
5960,C'est avec de l'eau pure qu'on fait ses ablutions.,Ndox mu laab lañuy jàppe.
5961,La pureté constitue la moitié de la foi en Dieu.,Laab mooy genn-wàllu gëm Yàlla.
5962,"Il s'est souillé, nettoie-le.","Dafa tojal, laab ko."
5963,"Ces tambours que j'entends, c'est probablement pour annoncer qu'Astou était vierge.","Ndënd yooyu may dégg, soo demee Astu lañuy laabaan."
5964,"Dieu, quant à lui, est charitable.",Yàlla dey ku laabiir la.
5965,C'est le mors qui l'a blessé.,Laab jee ko gaañ.
5966,"Va te laver le postérieur toi-même, tu es assez grand.","Demal laabu, magum jëmm nga."
5967,Le bonnet est tombé.,Laafa gi wadd na.
5968,Il y a des gens qui ont les épaules en forme d'ailes de poule.,Am na ñu laafam-ganaar.
5969,Je ne veux pas l'aile.,Bëgguma laaf mi.
5970,Une infirmité peut toujours arriver.,Laago du wees.
5971,Il faut interroger Omar si tu veux savoir où il habite.,Dangay laaj Omar soo bëggee xam fi mu dëkk.
5972,Aller à La Mecque nécessite beaucoup d'argent maintenant.,Dem Màkka dafa laaj xaalis bu bare léegi.
5973,Ta question est profonde.,Sa laaj bi dafa xóot.
5974,On vend de l'ail à la boutique d'Omar.,Bitiku Omar dinay jaay laaj.
5975,Nous devons demander où il habite.,Danu wara laajte fi mu dëkk.
5976,"Quand on parle du loup, on en voit la queue.","Ku doon laajte Faali, Ngoy a ngi."
5977,L'ignorance est déjà une mauvaise chose mais ne pas s'informer l'est encore plus.,"Xamul aay na, wànte laajtewul a ko yées."
5978,Nous devrons répondre à une question du roi.,Dinanu wara tontu ci benn laajteb buur.
5979,Ne touche à rien ici !,Bul laal dara fii !
5980,La queue du singe est longue mais sensible en tous ses points.,Geenu golo gudd na waaye foo ci laal mu yég ko.
5981,Je voudrais du couscous lié.,Cere ju ñu laalo laa bëgg.
5982,Le liant ne suffira pas.,Laalo ji du doy.
5983,Il a l'habitude de lutiner les femmes.,Dafa tàmm laamisoo ak jigéen ñi.
5984,C'est celui-ci que je mettrai comme entrait au côté ouest.,Bii laay def laañaan-gàmbi.
5985,Vos talismans n'auront pas d'effet sur lui.,Seen laar yi duñu ko jàpp.
5986,"Va te laver la figure, tu as de la chassie.","Demal sëlmu, yaa ngi am laas."
5987,Je l'ai fait avant de me coucher.,Def naa ko laata ma tëdd.
5988,Les chevrons ne sont pas en nombre suffisant.,Laat yi doyuñu.
5989,Il a tellement marché qu'il est exténué.,Dox na ba laatikaaf.
5990,Le fleuve encercle la ville.,Dex gi dafa laaw dëkk bi.
5991,Je prépare une bouillie de céréales pour l'accouchée.,Damay laaxal wësin-wees bi.
5992,Qui ne fait pas de bouillie de céréales pour manger n'en fait pas pour vendre.,"Ku laaxul lekk, laaxtil jaay."
5993,Elles étaient venues dire que leur fille attend un enfant de notre fils.,Dañu nu doon laaxaansi.
5994,J'ai préparé une bouillie de céréales.,Laax laa togg.
5995,"Si les oreilles servaient à étaler la bouillie de céréales, on appellerait l'âne.","Su nopp doon ràcc laax, ñu woo mbaam-sëf."
5996,C'est dans l'au-delà que vous vous reverrez.,Laaxira ngeen di dajeeti.
5997,Il a failli se noyer.,Xaw na lab.
5998,Ils ont truqué les élections.,Dañu labaj wote bi.
5999,C'est à cause des lourdes boucles d'oreilles que pendent les lobes de leurs oreilles.,Jaaro yu diis yee tax seen laban yi di lang.
6000,Ces visiteurs étaient venus faire une demande en mariage.,Gan yooyu dañu doon labatsi jabar.
6001,Il brigue un portefeuille ministériel.,Dafay labat postu ministar.
6002,On prit la dame et on la transporta dans la chambre.,"Ñu labat-labate soxna sa, yóbbu ca biir néeg ba."
6003,Que Dieu nous préserve de cela !,Yal nañu Yàlla lafal loolu !
6004,Il est paralytique.,Dafa lafañ.
6005,C'est parce c'est un paralytique.,Li muy ab lafañ a tax.
6006,Il n'a pas d'énergie.,Amul laf.
6007,Noue-le au pan de ton pagne !,Fas ko ci sa lafu sér !
6008,Il est pied bot.,Dafa lagaj.
6009,Il nargue un pied bot.,Ab lagaj lay ñaawal.
6010,Cours à petits pas m'appeler Momar !,Laggal wooyali ma Momar !
6011,Il a échoué à l'examen du certificat d'études primaires.,Dafa lajj sartifikaa.
6012,Ce sont les enfants qui brûlent des pneus.,Xale yeey lakk ay puno.
6013,La clôture prend feu !,Sàkket waa ngiy lakk !
6014,Jette la chemise brûlée.,Sànnil simis bu lakk bi.
6015,"Si je n'en goûte pas, mon enfant aura une envie à sa naissance.","Su ma ci mosul, suma doom ji dina lakk bu juddoo."
6016,Tes cheveux vont roussir au soleil.,Sa kawar gi dina lakk ci naaj wi.
6017,Tu m'agaces avec ton bavardage incessant.,Lakkal nga ma ak sa wax ju bare.
6018,Arrête de harceler cette femme.,Bàyyil ndaw si ngay lakkal.
6019,Mais il est énervant celui-là !,Kii dafa lakkale waay !
6020,La cause des nombreux incendies des marchés est étrange.,Li waral lakk yu bare yi ci marse yi doy na waar.
6021,C'est sur le brûlis que je vais cultiver des patates.,Ci lakkit bi laay bay pataas.
6022,Ta brûlure est-elle guérie ?,Sa lakk-lakk bi wér na ?
6023,Elle a étalé sa marchandise à l'entrée de la maison.,Lal na njaayam mi ca buntu kër ga.
6024,Va faire le lit !,Demal lal lal bi !
6025,Ils préparent leur complot mais Dieu est magnanime.,"Ñu ngiy lal seen pexe, waaye Yàlla baax na."
6026,Le propriétaire d'un lit est le mieux placé pour parler de ses punaises.,Borom lal a xam i màttam.
6027,Je n'ai encore rien vendu de mon étal.,Jaayaguma dara ci sama lal bi.
6028,"Quand tu vas atteler, n'oublie pas le coussin.","Booy takk, bul fàtte laltaay li."
6029,"L'heure de rompre le jeûne, on aménage la place pour manger.","Su ndogu jotee, ñu defar laltu yi."
6030,Le roi a convoqué tous ses maîtres de terres.,Buur woo na lamaanam yépp.
6031,Ce que tu disais d'Astou s'est retourné contre toi.,"Li nga doon wax ci Astu de, dafa lamar."
6032,Où est le surveillant ?,Ana lam bi ?
6033,Qui t'a offert le bracelet ?,Ku la may lam bi ?
6034,"Quant à son riz, il traînera ici car il n'est pas délicieux.",Ceebam bi kat dina fi lamb nde neexul.
6035,Celui qui n'intéresse personne l'aura voulu; on se pavane où l'on est aimé.,"Ku lamb, yaa tey; daagu : fa ñu la nobe."
6036,Attends que je le calme avec des restes d'arachide.,Xaaral ma naxe ko lambitu gerte.
6037,Il était allé au Saloum pour faire des travaux saisonniers et il y est resté.,"Dafa nooraani woon Saalum, laŋ fa."
6038,Il n'en a fait qu'une bouchée.,Wenn lanc la ko def.
6039,Tu m'as enlevé le mot de la bouche.,Sàqami nga samaw lanc.
6040,La chauve-souris pend au fil électrique.,Njugub baa ngiy lang ci fiilu kuraŋ bi.
6041,La lèvre du dromadaire pend mais elle n'est pas tombée.,"Tuñum giléem lang na, waaye rotul."
6042,"Quand je suis arrivé, il a sauté et s'est accroché à moi.","Bi ma agsee, dafa tëb, langaamu ma."
6043,Fais attention de ne pas te blesser avec la lame.,Moytula gaañu ak lañset bi.
6044,Où est l'entonnoir ?,Ana lantinoor bi ?
6045,C'est à Pikine qu'ils sont allés.,Pikin lañu dem.
6046,Ce sont des canards sauvages.,Ay kanaara-àll lañu.
6047,C'est aux enfants que nous l'avons remis.,Xale yi lanu ko jox.
6048,Nous sommes des touristes.,Ay turist lanu.
6049,C'est lui qui sert d'interprète à ceux qui ne parlent pas français.,Mooy lapto ñi déggul tubaab.
6050,Il était interprète au tribunal.,Lapto la woon tirbinaal.
6051,La plupart des matelots noirs étaient des Manjak.,Li ëpp ci lapto yi ay njaago lañu woon.
6052,Ñaar il en rafla douze parmi eux.,Mu lare ca ñoom fukk ak.
6053,Il prit tout ensemble la main de Coumba et l'herbe.,Mu lare loxob Kumba ba ak ñax ma.
6054,J'ai oublié la houe-plantoir à la maison.,Dama fàtte larmet bi ca kër ga.
6055,Ils l'ont tellement bourré de médicaments qu'il est languissant.,Sol nañu ko ay garab ba mu ne lasar.
6056,Je me débrouille tant bien que mal.,Maa ngiy las-lasi.
6057,Ajoute de la chaux.,Yokkal laso bi.
6058,Ce tissu court les rues.,Piis boobu dafa late.
6059,Le melon est une plante rampante.,Xaal dafay law.
6060,"Omar est un extralucide, tout ce qu'il te dit se réalise.","Omar lawax la, lu mu la wax mu am."
6061,Beaucoup parmi leurs princes héritiers sont morts là-bas.,Seen lawax yu bare fa lañu deeye.
6062,Je demande le nombre des candidats.,Limu lawax yi laay laaj.
6063,Law est un autre nom du Pseudotolithus brachygnatus.,"Law, weneen turu nguuka la."
6064,Ce sont les Laobé qui faisaient le commerce des ânes.,Lawbe yi ñoo daan jaay mbaam.
6065,L'enfant est comme une tige de courge qu'il faut réorienter pour qu'elle n'aille pas là où on ne voudrait pas.,"Gone, lawtanu yomb la; boo walbatiwul, mu law fu la neexul."
6066,Les gombos sont flétris.,Kànja gi dafa lax.
6067,"J'enfant se blottit dans les cuisses de sa mère, aussi flétries qu'elles soient.","Gone, lu luppub ndeyam lax lax, ca lay wuufu."
6068,Apporte de l'eau pour que j'y trempe les plants.,Indil ndox ma lax ci njëmbët yi.
6069,"Il a la gueule de bois, cherche-lui une bière !","Dafa laxal, wutal ko benn beer !"
6070,Le soleil va le flétrir.,Naaj wi dafa koy laxal.
6071,"Le matin, Lièvre s'en va chercher de l'herbe, l'apporte à ses petits.","Bu Lëg xëyee, wuti am laxal, yót i doomam."
6072,Elle cherche du papier pour envelopper la viande.,Dafay wut kayit gu mu laxas yàpp wi.
6073,Je fais des tresses à Kiné.,Damay laxas Kinne.
6074,Le fait d'être emmitouflé n'est pas ce qu'il y a de mieux par cette chaleur.,Laxasaay bi du li gën ci tàngoor wi.
6075,Qu'as-tu à t'emmitoufler par cette chaleur ?,Looy laxasaayu ci tàngoor wii ?
6076,Kiné m'a demandé de tresser sa fille.,Kinne Dafa ne ma laxasal ko doomam.
6077,Donne-moi un cornet d'arachides.,Jox ma benn laxasu gerte.
6078,Il a enroulé sur lui la corde avec laquelle il va l'attacher.,Mu ngi laxasoo buum gi mu koy yeewe.
6079,Ce sont ceux qui partagent un puits qui voient leurs cordes s'entrelacer.,Ñu bokk teen ñooy laxasoo ay goj.
6080,Il enlaça sa mère en pleurant.,"Dafa laxasu yaayam, di jooy."
6081,On cuit les haricots verts avec leur gousse.,"Arikoweer, dañu koy toggaale ak lax bi."
6082,Il aime tellement se faire cajoler.,Ni mu bëgge laxbàndu.
6083,"Je n'avais pas de poulie, j'ai tiré le seau à bout de bras.","Amuma woon puli, dama laxu."
6084,C'est Omar qu'il regarde.,Omar lay xool.
6085,Que vas-tu donner comme explication quand ton père viendra ?,Lan ngay lay bu sa baay dikkee ?
6086,"Tu tamiseras la farine. Ass. tànn, xent, yaag, segg, tame.",Nanga lay sunguf si.
6087,Il porte une coiffure tressée avec des palmes de rônier.,Layaar la sol.
6088,C'est la rosée qui l'a mouillé.,Lay bee ko tooyal.
6089,Il plaidait ce jour là.,Dafa doon laye bés booba.
6090,Ce n'est pas parce qu'on aura plaidé le premier qu'on aura raison.,Jëkka laye taxula ey.
6091,Il intente un procès à celui qui lui a vendu la voiture.,Dafay layoo ak ki ko jaay woto bi.
6092,Leur plaidoirie a duré cinq heures.,Seen layoo bi am na juróomi waxtu.
6093,J'ai acheté un van enfin.,Jénd naa layu nag.
6094,Ton argument ne convainc personne.,Sa lay wi doyul kenn.
6095,"Bànjikoto se détendit comme un ressort, atterrit là-bas.","Bànjikoto ni layy, ni cëpp fale."
6096,Je l'ai acheté à crédit.,Dama ko leb.
6097,Il a donné son mouton à crédit à Omar.,Lebal na Omar xaram ma.
6098,Il donne à crédit des moutons pour la fête de la Tabaski.,Dafay leble ay xari Tabaski.
6099,Les Lébou ont leur parler wolof.,Lébu yi dañu am seen waxinu wolof.
6100,Il va partir dans un instant.,Lée mu dem.
6101,Un homme ne doit pas être nonchalant.,Góor du leeb.
6102,"Aujourd'hui, je ne dirai pas de conte.","Tey, duma léeb."
6103,L'hippopotame est un animal fort.,"Léebéer, rab wu am-doole la."
6104,Il faut lui parler avec des proverbes.,Danga koy léebu.
6105,Je ne connais pas ce proverbe.,Xamuma léebu boobu.
6106,Le conte est long.,Léeb wi dafa gudd.
6107,"Maintenant, il sait marcher.","Léegi, man na dox."
6108,Il va partir dans un instant.,Léegi mu dem.
6109,Parfois il vient ici.,Léeg-léeg mu ñów fi.
6110,"Tu es turbulent, tout peut t'arriver.","Danga léej, lu ne mën na laa dal."
6111,"Maintenant, on l'aide à manger.","Léegi, dañu koy leel."
6112,Il est chauve.,Dafa leel.
6113,"Je t'en conjure, pardonne-lui !",Leel baal ko !
6114,Il rit de ta calvitie.,Sa leel bi lay ree.
6115,Ce sont des tamariniers qui l'entourent.,Ay daqaar a ko léem.
6116,Cette prière est une prière de protection.,"Ñaan gii, léemaay la."
6117,Je vous ai vus.,Gis naa leen.
6118,Je les ai vus.,Gis naa leen.
6119,La chambre est éclairée.,Néeg bi leer na.
6120,C'est la clarté qui les attire.,Leeraay gee leen di xëcc.
6121,La bougie ne peut pas éclairer la chambre.,Sondeel bi mënula leeral néeg bi.
6122,Tu vois les scorpions marcher au clair de lune.,Dangay gis jiit yi di dox ci leere gi.
6123,Il y a des animaux qui n'aiment pas la lumière.,Am na rab yu bëggul leer.
6124,"Quand nous allions chasser des hérissons au clair de lune, nous épargnions les petits.","Bu nu demaan leertu, danu daan bàyyi suñel yu ndaw yi."
6125,Ce qu'on n'a pas dit.,Lees waxul.
6126,La combien mesure la largeur ?,Lees bi ñaata ?
6127,Sa voix est aiguë.,Baatam dafa leew.
6128,C'est moi qui l'ai porté dans mes bras quand on le baptisait.,Maa ko leewu bi ñu koy batise.
6129,Ils se lancent des piques à travers les chants.,Dañuy léexunte ci biir woy yi.
6130,"La chose sur la table, qu'est-ce ?","Lëf ki ci taabal bi, lan la ?"
6131,Donne m'en un tout petit peu.,May ma ci as lëf.
6132,C'est une large cicatrice.,Légét bu yaa la.
6133,"Avec le temps, on découvre la cicatrice qui est aux fesses.",Yàgg ay wone légétub taat.
6134,Le fil est emmêlé.,Wëñ gi dafa lëj.
6135,"Si tu le laisses ici, il ne fera que m'importuner.","Soo ko fi bàyyee, dafa may léjal rekk."
6136,Il est agaçant !,Dafa léjle !
6137,On ne met pas tous ses oeufs à la fois dans la même calebasse.,Kenn du boole say nen yépp ci genn leket.
6138,Je mange.,Damay lekk.
6139,Mets-lui le pagne en tablier autour du cou pour qu'il ne tache pas ses habits !,Lëkk ko sér bi ndax du taqal yéreem !
6140,Noue-lui un pagne autour du cou jusqu'à ce qu'il ait fini de manger !,Lëkkaay ko ba mu lekk ba-noppi !
6141,Le fait de se couvrir d'un pagne noué autour du cou n'est pas décent.,Lëkkaay bi jekkul.
6142,"Roule-toi par terre, ça ne te débarrassera pas du pagne que Dieu t'a mis.","Lëkkaayu Yàlla, xalangu du ko dindi."
6143,Nous sommes résolus à le faire coïncider avec cet événement.,Fas nañu ko yéene lëkkale ak anam googu.
6144,Mettre des mensonges bout à bout ne donne pas raison.,Lëkkale ay fen taxula am dëgg.
6145,Il s'est épanoui à cause de son travail.,Dafa lëkkaleku ndax liggéeyam bi.
6146,"Si tu voulais importer une voiture dans le pays, tu devais négocier avec quelqu'un qui travaille dans une ambassade pour en faire un prête-nom.","Soo bëggaan dugal woto ci réew mi, dangay lëkkatook kuy liggéeye ci benn ambasaad."
6147,Tu ne lui as pas donné la nourriture qu'il lui faut.,Joxuloo ko lekk gi war ci moom.
6148,Tu as une vilaine façon de manger.,Danga ñaaw aw lekkin.
6149,Ils renforcèrent leur amitié.,Ñu gëna dëgëral seenub lëkkoo.
6150,"Quand ils sont allés à la bataille, c'est ça qu'ils ont razzié dans les villages.","Bi ñu demee xareji, loolu lañu lël ci dëkk yi."
6151,"Les Maures venaient, razziaient tout le village et s'en allaient.","Naar yi dañu daa dikk, lël dëkk bépp daldi dem."
6152,Nous avons partagé la même classe d'initiation.,Ñoo bokk lël.
6153,Une nouvelle accouchée doit garder la chambre pour ne pas attraper de courant d'air.,Wasin-wees dafay lëlu ndax ngelaw li bañ koo dugg.
6154,Abrège tes propos car je suis pressé.,Dangay lëm wax ji ndax dama yàkkamti.
6155,Plie la chemise.,Lemal simis bi.
6156,On t'a apporté un paquet.,Indil nañu la ab lem.
6157,"Au moindre vent, il ploie.","Lu ngelaw tuut, tuut, mu lëmb."
6158,Les vaches y sont passées et ont rendu trouble le marigot. Fig.,"Nag yi dañu fa jaar, lëmbaaje déeg bi."
