french_corpus,wolof_corpus
"Hormis les principaux cours d'eau, le Donga Kari affluent du Bénoué au nord et la rivière Cross au sud, et les deux cités anciennes fortifiées de Banyo et de Kentu, la carte est imprécise.","Nataal boobu sax, ay rëddam dese nañoo leer. Gaa, mënees nañ cee xàmmee dex yi seen tur gën a siiw. Dongaak Kari it dinañ ci feeñ bu baax ak bànqaasu Bénuwe ca bëj-gànnaar, dexug Koros ca bëj-saalum. Dinañ ci gis it Banyook Kentu, ňaari dëkki cosaan ak seeni tata ya leen daan aar. Fa la njariñu nataal bi yem."
"Abong, le village le plus au nord du territoire médical de mon père, à plus de dix jours de marche, est mentionné sur la carte de l'armée allemande avec un point d'interrogation.","Fàww nga dox lu ëpp fukki fan door a àgg Aboŋ, ca bëj-gànnaaru Bansoo. Moonte Almaŋ yi binduñu turam ci kayit gi, ab tombu-laaj lañ fa samp."
"Les districts de Kaka, de Mbembé sont si loin de la zone côtière que c'est comme s'ils appartenaient à un autre pays.","Diiwaani Kakaak Mbembe ñoom, sore naňu tefes gi sore gu, dafa mel ni bokkuñu ci dunyaa."
"Les gens qui y vivent pour la plupart n'ont jamais vu d'Européens, les plus âgés se souviennent avec horreur de l'occupation de l'armée allemande, des exécutions, des rapts d'enfants.","Bariwu fa ñu mas a teg bët Tubaab. Waaye mag ñi fàttewuñu jamono ja Almaañ moomee seen dëkk, di rey, di sàcc xale yeek a def yeneeni ñaawtéef."
"Ce qui est certain, c'est qu'ils n'ont pas la moindre idée de ce que représente la puissance coloniale de l'Angleterre ou de la France, et n'imaginent pas la guerre qui se prépare à l'autre bout du monde.","Kon ñoom, seen ŋaññ ci kàttanu Àngalteer walla Frãs. Ku leen ni woon àddinaa ngi waajal xare bu réy, ñu ni la : « Moo yow, looy wax nii ? » Waaye ku loolu tax a yaakaar ni ay diiwaan yu àlle lañu, juum nga."
"Ce ne sont pas des régions isolées ni sauvages (comme mon père pourra le dire, en revanche, du Nigeria, et particulièrement de la forêt autour d'Ogoja).","Baay mënoon naa wax lu ni mel ci Niseryaa, rawati-na ci àll bi wër Ogosaa."
"Au contraire, c'est un pays prospère, où on cultive les arbres fruitiers, l'igname et le millet, où on pratique l'élevage.","Wàntee fii, réew mu naat la, bariy garab yuy meňň i doom, ñu fay bey ñambeek dugub, càmm gi it bari fa lool, kaar."
"Les royaumes sont au cœur d'une zone d'influence, sous l'inspiration de l'islam venu des empires du Nord, de Kano, des émirats de Bornu et d'Agadez, de l'Adamawa, apporté par les colporteurs foulanis et les guerriers haoussas.","Réewi diiwaan boobu, xëccoo nguur ak jaayante doole yàgg nañ fa. Diine lislaam teel na faa agsi, jóge Kano, ca bëj-gànnaar. Kilifay diine yu mag ya ca Agadees, Bornook Aadamawaa itam bokk nañ ci ñi tuubloo ceddo yooyu. Lépp nag ñu nga ko jaarale ci làrme bu Awsa yi ak ci Pël yi daan wër di jaay ak a jënd."
"À l'est, il y a Banyo et le pays bororo, au sud l'antique culture des Bamouns de Foumban qui pratiquent l'échange, sont maîtres dans l'art de la métallurgie et utilisent même une écriture inventée en 1900 par le roi Njoya.","Banyook réewu Bororo yaa ngi féete penku. Soo daagoo ba bëj-saalum, dinga fa fekk Bamun yu Fumbaŋ yiy yëngu ñoom it ci njënd meek njaay mi, xereñ lool ci liggéeyu weñ tey jëfandiko sax mbind mu seen benn Buur, Njoyaa, sos ci atum 1900."
La colonisation européenne en fin de compte a très peu touché la région.,"Fii, Tubaab bi jotu fee am doole noonu."
"Douala, Lagos, Victoria sont à des années de là.","Sooy méngale diiwaan beek Duwaalaa, Legoos walla Wiktoryaa, day mel ni Yàllaak Yaali."
"Les montagnards de Banso continuent à vivre comme ils l'ont toujours fait, selon un rythme lent, en harmonie avec la nature sublime qui les entoure, cultivant la terre et paissant leurs troupeaux de vaches à longues cornes.","Ña dëkke tangor ya ca Bansoo, ñu ngi wéy di dunde nañu mas a dunde. Yàkkamtiwuñu seen àddina, seen lépp a dëppook àll bi leen wër. Mbey mi tam amal na leen solo lool wànte teewu leen a ànd ak seeni gétti nag ya ca béjjén yu gudd ya, ñuy màngi."
Les clichés que mon père prend avec son Leica montrent l'admiration qu'il éprouve pour ce pays.,"Portale yi fi Baay jël, biral nañ cofeelam ci mim réew."
"Le Nsungli, par exemple, aux abords de Nkor : une Afrique qui n'a rien de commun avec la zone côtière, où règne une atmosphère lourde, où la végétation est étouffante, presque menaçante.","Sungali, ci weti Kor, firnde la ci : fii jotewul daraak Afrig gi géej gi yàkkali dënnam. Jaww jaa ngi diis bee, gàncax gi day teree noyyi te sax ragal du ko sànjaafu."
Où pèse encore plus lourdement la présence des armées d'occupation française et britannique.,"Ma yokk ci ne amul fenn fu ñuy gën a seetloo ba sunu-jonni-Yàlla-tey jii, jéyya yi soldaari Àngalteer ak Frãs def Afrig ciy jamono."
"Ici, c'est un pays aux horizons lointains, au ciel plus vaste, aux étendues à perte de vue.","Réew mii la ndiir-bët yem. Ni asamaan si yaatoo dafa rekk yéeme, joor gi naka noonu."
Mon père et ma mère y ressentent une liberté qu'ils n'ont jamais connue ailleurs.,Samay way-jur yëg ñañu fi jàmmu yaram ju ñu masul a yëg feneen.
"Ils marchent tout le jour, tantôt à pied, tantôt à cheval, et s'arrêtent le soir pour dormir sous un arbre à la belle étoile, ou dans un campement sommaire, comme à Kwolu, sur la route de Kishong, une simple hutte de boue séchée et de feuilles où ils accrochent leurs hamacs.","Dañuy xéy di wër ba ngoon jot, léeg-léeg ñuy doxe tànk, léeg-léeg ñu war fas. Fu leen guddi bett, ñu fanaan fa, nelaw cib taatu garab mbaa ci biir berkelle bu yem. Ca Kawóolu, ci tali Kisoŋ bi, bañ fa fekkee néeg buñ defare ban bu wow ak i xob, dañu daldi lonk seeni njoowaan."
"À Ntumbo, sur le plateau, ils croisent un troupeau, que mon père photographie avec ma mère au premier plan.",Am na nataal bu Baay jël ba ñu yeggee Tumboo : sama yaay a ngi taxaw ci kanamu benn géttu nag.
Ils sont si haut que le ciel brumeux semble s'appuyer sur les cornes en demi-lune des vaches et voile le sommet des montagnes alentour.,"Fi ñu nekk dafa kowe ba mu mel ni asamaan saa ngi wéeru ci béjjéni nag yi, tey nëbbaale tangor yi leen wër."
"Malgré la mauvaise qualité des tirages, le bonheur de mon père et de ma mère est perceptible.","Nag yeek seeni béjjén yu lonku, bindoo ni xaaju weer wi…Portale bi dese naa leer waaye teewul ma ciy gis bu baax a baax sama bànneexu ñaari way-jur yi."
"Au dos d'une photo prise quelque part dans la région des Grass Fields, en pays mbembé, qui montre le paysage devant lequel ils ont passé la nuit, mon père écrit avec une emphase inhabituelle : « L'immensité qu'on voit au fond, c'est la plaine sans fin. »","Yeewu nañu bés ci àllu Garaas Fiild, fi mbembe yi fekk baax, Baay jël nataal ba noppi bind ci ginnaaw, ak ñàkkum dal mu ko kenn masul a xame : « Lee ñuy séen fu soree-sori, mooy joor gi amul àpp. »"
"Je peux ressentir l'émotion qu'il éprouve à traverser les hauts plateaux et les plaines herbeuses, à chevaucher sur les étroits sentiers qui serpentent à flanc de montagne, découvrant à chaque instant de nouveaux panoramas, les lignes bleues des sommets qui émergent des nuages tels des mirages, baignés dans la lumière de l'Afrique, tantôt violente à midi, tantôt atténuée par le crépuscule, quand la terre rouge et les herbes fauves semblent éclairées de l'intérieur par un feu secret.","Li koy yëngal noonu, xam naa ko. Lan moo ko dàqal xuus ci biir ñax mi, di baagante diggante joor ak jéeri ? Mbégte mu réy lay am it saa yu waree fasam di jaar ciy yoon yu xat, romb ab tangor, fu mu geestu gis fa gàncax gu amul fenn. Mu ngi yéemu ci rëdd yu baxa yi ci catu tangor bi te mel ni dañoo fëlle ci niir yi. Lépp nag, sóobu ci leerug Afrig. Leer giy am doole lool njolloor tey dal-lu as lëf su timis jotee. Fekk suuf si xonq coyy, ñax mi gélémbu, mu mel ni safara su kéemaanee leen di jafal."
"Ils connaissent aussi l'ivresse de la vie physique, la fatigue qui rompt les membres au bout d'un jour de marche, quand il faut descendre de cheval et le guider par la longe pour se rendre au fond des ravins.","Xam naňu it lu tés-tési ba dog tekki, coonob wëndéelu bésub lëmm ci àll bi. Coonob war a wàcc sa fas, ngeen ànd jëm ca biir xur ya."
"La brûlure du soleil, la soif qu'on ne peut étancher, ou le froid des rivières qu'il faut traverser en plein courant, avec l'eau jusqu'au poitrail des chevaux.","Jant biy lakk seen yaram. Mar di leen miirloo, ngeen war a xuus ci biir dex gi, ndox mi sedd guyy, di yéeg ba ci dënnu fas yi."
"Ma mère monte en amazone, comme elle a appris à le faire au manège d'Ermenonville.","Sama yaay, genn wet lay ware fas. Noonu lañ ko ko jàngale Tugal, ca Ermenoŋwiil."
"Et cette posture si inconfortable – sans doute vaguement ridicule, la séparation des sexes qui est encore de mise en France avant la guerre – paradoxalement lui donne un air d'Africaine.","Toogaay gën na koo noppale, moom. Xaw na sax reelu, wax dëgg, di nu fàttali ne, laata xare biy kalaate, kenn xalaatul woon a jox jigéeni Tugal yi seen yelleef. Loolu am na. Wànte teewul – muy lu doy waar, nag – ku ko gis ci kow fas wi danga naan jeegu Afrig tigi la."
"Quelque chose de nonchalant et de gracieux, en même temps de très ancien, qui évoque les temps bibliques, ou bien les caravanes des Touareg, où les femmes voyagent à travers le désert accrochées dans des nacelles aux flancs des dromadaires.","Danga naan yaram wépp a ngi noyyi, mu féex ba bëgg a dee. Soo moytuwul, jaawale kook nataal yooyu bawoo ca jamonoy maamaati-maam ya. Walla mu fàttali la jeegi Tuwaareg yiy faral a tukki ay fan i fan ci màndiŋ mi, ni faax ci benn wetug gëléeem gu ñu leen lonkal ab toogu."
"Ainsi elle accompagne mon père dans ses tournées médicales, avec la suite des porteurs et l'interprète, à travers les montagnes de l'Ouest.","Mook Baay ñu ànd di wër dëkki tangor yi féete sowu-jant, fu ne ñu dem fa ngir faj képp ku feebar, làppto beek yenukat yi topp seen ginnaaw."
"Ils vont de campement en campement, dans des villages dont mon père note les noms sur sa carte : Nikom, Babungo, Nji Nikom, Luakom Ndye, Ngi, Obukun.","Daňu daan jóge dalukaay bii, dal ca ba ca des, dëkk buñ dem Baay daldi dugal tur wa ci déndam : Nikom, Babungo, Njii-Nikom, Luwaakom Ndiyee, Ngii, Òbukun."
"Les campements sont parfois plus que précaires : à Kwaja, en pays kaka, ils logent dans une hutte de branches sans fenêtre au milieu d'une plantation de bananiers.","Léeg-léeg, seen dalukaay du dal xel dara, waay : Kuwajaa doy na ci tegtal. Foofa, ca réewum Kakaa yi, néegu bànxaas bi ñu war a fanaan ci biir toolu-banaana yi, amul sax palanteer."
Il y fait si humide qu'il faut mettre chaque matin les draps et les couvertures à sécher sur le toit.,"Dafa tàng bay guusal mbàjj yeek darab yi, suba su jot ñu war leen a weer ci kow jànq bi."
"Ils y restent une ou deux nuits, parfois une semaine. L'eau à boire est acide et violacée de permanganate, on se lave au ruisseau, on cuisine sur un feu de brindilles à l'entrée de la hutte.","Kër yu ni mel, dinañ fa fanaan benn walla ñaari guddi, léeg-léeg ñu toog fa lu mat ayu-bés, di naan ndox mu wex ba noppi permanganaat bi nganjal ko. Dinañuy faral di sangu ci dex gu ndaw gi, di dajale ñax mu wow, teg ci seen cin taal reer mbaa añ."
"Les nuits sont froides, dans les montagnes sous l'équateur, bruissantes, remplies des clameurs des chats sauvages et des aboiements des mandrills.","Ci dëkki tangor yooyu jege Dogale-bi, guddi yi dañuy nangoo liw. Fii moom, dafa bare coow, ak muusi-àll yiy jooy ak baabun yiy yuuxu."
"Pourtant, ce n'est pas l'Afrique de Tartarin, ni même celle de John Huston.","Ndaxam du Afrigu Tartareŋ, du sax Afrigu Jon Yuston."
"C'est plutôt celle d'African Farm, une Afrique réelle, à forte densité humaine, ployée par la maladie et les guerres tribales. Mais forte et exhilarante aussi, avec ses enfants innombrables, ses fêtes dansées, la bonne humeur et l'humour des bergers rencontrés sur les chemins.","African Farm la gën a jege. Nga gis ni mu barey nit, ni mu yëge kàttanam te balaa yu dul jeex di ko sotoo. Benn wóomam yegg suuf, muy yëg ni muy tërëf-tërëfee, waaye du ko tax a ñaaw ci xare bi. Foo walbatiku say bët dajeek ay naaxi gone ak seen biiri-taññ, ñépp di woy di fecc. Saa yu samay way-jur taseek ay sàmm ciw ñall, daldi yéemu ci seen neex deret ak seen am xorom."
"Le temps de Banso, pour mon père et ma mère, c'est le temps de la jeunesse, de l'aventure.","Bansoo : amul béréb bu ñu gënee yëg seen dooley ndaw, amul fu ñu gënee yëg ni ñoo yilif seen bopp te amul dara lu leen war a të."
"Au long de leurs marches, l'Afrique qu'ils rencontrent n'est pas celle de la colonisation.",Fexe nañu ba mucc ci Afrigu nguurug Tubaab yi.
"L'administration anglaise, selon un de ses principes, a laissé en place la structure politique traditionnelle, avec ses rois, ses chefs religieux, ses juges, ses castes et ses privilèges.","Ñàkkul doxalinu Àngale yi gën leen koo yombal. Ndax ñoom, dañuy teg loxo ci sa réew ba noppi ni la sunu yoon newul ci say aada ak yu ni mel. Su ko defee, buur ya fa newoon di wéy di toog ci jal bi, kilifa diine yeek àttekat yeek ñoom-seen di doxal ñoom it seeni mbir nañu ko mas a defe."
"Quand ils arrivent dans un village, ils sont accueillis par les émissaires du roi, conviés aux palabres, et photographiés avec la cour.","Bu ñu agsee ci dëkk, ndawal buur bee leen di teerusi, dalal leen ca pénc ma, ñu portalewu ak buur beek i dagam."
"Sur un de ces portraits, mon père et ma mère posent autour du roi Memfoï, de Banso.","Am na nataal bu ñu séq Memfoy, Buuru Bansoo."
"Selon la tradition, le roi est nu jusqu'à la ceinture, assis sur son trône, son chasse-mouches à la main.","Ni ko waa Bansoo aadawoo, Buur baa ngi def yaramu neen ba ci ndigg li, toog ci gànguneem, téye uppukaayam."
"À ses côtés, mon père et ma mère sont debout, vêtus d'habits fatigués et empoussiérés par la route, ma mère avec sa longue jupe et ses souliers de marche, mon père avec une chemise aux manches roulées et son pantalon kaki trop large, trop court, serré par une ceinture qui ressemble à une ficelle.","Samay way-jur a ngi taxaw ci wetam ak seeni yére yu ràpp te pënde. Sama yaay ngi sol sipp bu gudd ak i dàll yu ñeme àll bi, Baay simis bu mu wag ak tubéy ju yaatu, gàtt lool ba noppi, nag, geetarook geño guy nirook buum."
"Ils sourient, ils sont heureux, libres dans cette aventure. Derrière le roi, on aperçoit le mur du palais, une simple case de briques de boue séchée où brillent des brins de paille.","Ñu ngi muuñ. Aa, ñii ñaar bég nañu, de, féex niy doxandéem…Ci seen ginnaaw, miiru màkkaanu buur bi, di ab néegu-ñax kese ak i móoli ban yu ñu wowal te poñet yay mel ni luy melax léeg-léeg."
"Parfois, au cours de leur route à travers les montagnes, les nuits sont violentes, brûlantes, sexuées.","Am nay guddi yu, nit ñi dañuy tàggook seen sago, seen yaram tàng, mel ni sax lu leen rëcc, ñu koy séen muy wéy di dem."
"Ma mère parle des fêtes qui éclatent soudain, dans les villages, comme à Babungo, en pays nkom, à quatre jours de marche de Banso.","Mas naa dégg sama yaay muy yéemu ci liñ daan jékkee-jékki rekk dëkk bépp ràkkaaju. Babungoo ko doon tax a wax, keroog. Soo jógee Bansoo, dinga dox ñeenti fan soog a yegg Babungoo, ca réewum nkom ya."
"Sur la place, le théâtre masqué se prépare. Sous un banian, les joueurs de tam-tam se sont assis, ils frappent, et l'appel de la musique se répercute au loin.","Ci bayaal bi, kilibu nëbb-sa-kanam baa ngiy waaj a door. Ci taatu keemuur gi, tëggkati sabar yaa ngi toog, di rëkk ak doole, foo tollu di leen dégg."
"Les femmes ont commencé à danser, elles sont complètement nues, sauf une ceinture de perles autour de la taille.","Jigéen ñi tàmbali nañoo fecc, daanaka dañu ne duŋŋ, su weesoo jal-jali yi ci seen ndigg, du dara luñ sol."
"Elles avancent l'une derrière l'autre, penchées en avant, leurs pieds battent la terre au même rythme que les tambours.","Fecckat yaa ngi jiitle di wër làng gi, seen tànk yiy dóor suuf seek doole ñoom tamit, ànd ak njiinum sabar yi."
